X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
54.69289317204431,-2.5306072944350424,76.11065006723389,58.44289219564567,-0.3655412162038596,70.44244163164407,56.56789239762783,-1.4480730736325222,73.27654788289138
54.69289334384062,-2.530607485843688,76.1106443633399,58.44289244182514,-0.3655415127020728,70.442435745916,56.56789238667835,-1.4480730665147754,73.27654456842585
54.69289398222911,-2.530608279563741,76.11061199403744,58.442893567199114,-0.3655428626190396,70.4424025603026,56.56789234734651,-1.4480730290794894,73.276524568382
54.69289530693898,-2.53060972051049,76.11051391591505,58.442896311610575,-0.36554592437648165,70.44230240986764,56.567892267440314,-1.4480729323034116,73.27646183117068
54.69289742517204,-2.530611412435531,76.11029487583227,58.44290130356656,-0.3655512248737054,70.44207916249817,56.56789212069954,-1.4480727306370758,73.2763192342045
54.692900357228815,-2.530612888573296,76.10988490151773,58.442908919061445,-0.3655594830686916,70.44166173609861,56.56789186797006,-1.4480723761106689,73.27604985025442
54.69290419479137,-2.530613597907452,76.10920052763268,58.442919112914446,-0.36557137983446386,70.44096562269293,56.567891494139076,-1.4480718636237224,73.27559773733054
54.69290925662517,-2.530612923896134,76.1081460344997,58.442931391043295,-0.3655874545347789,70.43989431501339,56.567891019853775,-1.4480712198810486,73.27489876533502
54.69291609762257,-2.530610253011511,76.1066146721908,58.44294468468723,-0.36560809861528226,70.43834056499477,56.56789047567178,-1.4480704830654556,73.27388148759135
54.692925442650605,-2.5306049649220697,76.10448964456604,58.44295686157457,-0.36563323733601366,70.43618758814641,56.56788989304306,-1.4480697242689642,73.27246774407078
54.692938380297434,-2.5305965330001707,76.10164486477443,58.442964088318845,-0.3656619468061248,70.43331033668218,56.567889323466275,-1.4480690849460907,73.2705731546366
54.69295674631601,-2.530584772403588,76.09794561544913,58.44296003285244,-0.3656921498608225,70.42957687542871,56.56788885904682,-1.448068812118804,73.26810758175323
54.69298343750809,-2.5305699715991894,76.09324916259214,58.44293454691141,-0.36571996150448566,70.42484992971906,56.567888662361895,-1.448069315094372,73.2649752918898
54.693022672235436,-2.530552929052109,76.08740530833796,58.44287171321224,-0.3657385542758885,70.41898869897207,56.56788900999894,-1.4480712484406566,73.26107462785401
54.69308037003334,-2.530535121431723,76.0802568813192,58.442747469041436,-0.36573680395774544,70.41185098228478,56.56789033464847,-1.4480756115521267,73.25629705499266
54.69316466858905,-2.530519020780751,76.07164020455853,58.44252703126401,-0.3656978035765596,70.40329560367783,56.56789326963281,-1.448083861329581,73.25052517680285
