X,Y,Z
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289317204431,-2.5306072944350424,79.11065006723389
