X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
52.81789702804845,-1.4480797710172908,81.77885850282372,60.317895075251165,2.882052385445075,70.44244163164407,56.56789547921551,0.7169886705877488,76.11065413413868
52.81789704927454,-1.448079794666696,81.77885779808268,60.31789510566783,2.882052348811457,70.44244090443662,56.56789547786265,0.7169886714671732,76.11065372462198
52.81789712814506,-1.448079892735436,81.77885379871472,60.31789524472047,2.8820521820242777,70.44243680420837,56.567895473002906,0.7169886760923697,76.11065125352934
52.81789729174498,-1.4480800707832882,81.77884168074543,60.31789558393464,2.8820518037338374,70.4424244301682,56.567895463129105,0.7169886880503211,76.11064350207631
52.81789755293464,-1.4480802798797843,81.77881461748892,60.317896201795016,2.8820511487577596,70.44239684678091,56.56789544499255,0.7169887129876935,76.11062588363063
52.817897912706265,-1.4480804623353738,81.7787639640067,60.317897148581295,2.882050127543324,70.44234527051127,56.56789541373152,0.7169887569492508,76.11059260026505
52.81789837781849,-1.4480805496893374,81.77867940949572,60.31789843183484,2.882048652547337,70.44225925574732,56.56789536736612,0.7169888210313738,76.11053674064229
52.81789897615574,-1.4480804641312852,81.77854913250562,60.317900027182404,2.8820466455069456,70.44212686498125,56.567895308050005,0.7169889033394804,76.11045038294358
52.81789975086819,-1.448080124975984,81.77835995653027,60.317901890631084,2.8820440262082716,70.4419348114175,56.56789523843166,0.7169890026756096,76.11032470450724
52.817900740694014,-1.44807944359404,81.77809747924525,60.3179039468284,2.882040729129777,70.44166858386204,56.56789515969178,0.7169891179610868,76.11015006097873
52.817901986191515,-1.448078329105218,81.77774617796527,60.31790608817567,2.882036712403555,70.44131256378742,56.56789507247969,0.7169892469350994,76.10991605772548
52.81790355143709,-1.4480767082418118,81.7772895085905,60.31790819223259,2.882031935847555,70.44085013257342,56.567894977250646,0.7169893867624141,76.1096116297121
52.81790552763022,-1.4480745255029002,81.77671000389745,60.31791012088573,2.882026355709522,70.44026377063473,56.567894874813476,0.7169895339523366,76.10922510823468
52.81790801988361,-1.448071725195324,81.77598936718641,60.31791169197272,2.882019947809843,70.43953515304547,56.56789476753795,0.7169896832268767,76.10874427174997
52.817911139599765,-1.4480682427129696,81.77510855574083,60.317912647543196,2.882012725357959,70.43864524142633,56.56789465939583,0.7169898264675874,76.10815639650076
52.81791500929968,-1.4480640074424171,81.77404784888918,60.317912630534764,2.882004744966576,70.437574368303,56.56789455561628,0.7169899514980912,76.10744830473917
52.8179197744004,-1.4480589490286393,81.77278690226443,60.31791116521479,2.8819961163462837,70.43630231441374,56.56789446385326,0.7169900406798809,76.10660640402246
52.81792561561097,-1.44805300814871,81.77130479610507,60.317907634069314,2.881987018220121,70.43480838243708,56.56789439547237,0.7169900698842679,76.10561672190832
52.81793275770752,-1.448046147662719,81.76958008111636,60.31790124414697,2.881977719895988,70.43307147024797,56.567894365632604,0.7169900075154546,76.10446493652825
52.81794147682865,-1.448038357950727,81.76759081830501,60.31789098111983,2.88196861074965,70.43107014547756,56.56789439343123,0.7169898129972881,76.10313639824074
52.8179521120461,-1.448029662213173,81.76531461096351,60.31787555582738,2.881960232690972,70.42878272102918,56.567894502896806,0.7169894346234486,76.10161614314983
52.817965080805315,-1.4480201270577302,81.76272863246777,60.317853346051876,2.8819533115073828,70.42618733019931,56.56789472430544,0.7169888067632793,76.09988890012923
52.81798089313163,-1.448009872346251,81.75980965372113,60.31782233218797,2.8819487917063484,70.42326200171624,56.56789509581121,0.7169878466927444,76.09793908747807
52.818000163382095,-1.4479990757439176,81.7565340705989,60.31778002769127,2.8819478772550307,70.41998473588231,56.56789566532762,0.7169864516352277,76.09575079518521
52.818023621965125,-1.4479879764679982,81.75287793006164,60.31772340902002,2.8819520731797588,70.41633358104886,56.567896491952204,0.7169844960900835,76.09330775114563
52.818052128270224,-1.4479768829291517,81.74881695462811,60.31764885031376,2.881963223638067,70.41228670791709,56.567897646862335,0.7169818290940815,76.09059326817359
52.81808668437637,-1.4479661838309394,81.74432656701335,60.31755206695654,2.881983545733344,70.40782248034431,56.56789921422511,0.7169782715499293,76.08759016687264
52.81812844812132,-1.4479563598888003,81.73938191836903,60.31742807073573,2.8820156586959595,70.40291952347154,56.56790129206621,0.7169736141742433,76.08428066945831
52.81817874282435,-1.447947993230758,81.73395792350134,60.31727113853951,2.8820626073610174,70.39755678968348,56.56790399265046,0.7169676163099173,76.08064625896375
52.818239060907054,-1.4479417729983508,81.72802930519654,60.317074799084445,2.882127877244573,70.39171362020599,56.56790744223503,0.716960005563275,76.07666749762635
52.81831105994938,-1.4479384978205243,81.72157064939422,60.31683184772105,2.8822153951654914,70.38536979762,56.5679117801077,0.7169504784655756,76.07232379949647
52.81839654983562,-1.4479390755407853,81.71455647396019,60.316534404178206,2.882329507329127,70.37850558314945,56.56791715661555,0.7169387027915621,76.06759315432646
52.81849746801426,-1.447944518403365,81.70696131454235,60.316174030553206,2.8824749266669127,70.37110173088777,56.567923729817565,0.7169243224561826,76.06245180226577
52.81861583847165,-1.4479559314107167,81.69875983027593,60.31574192852341,2.8826566398838414,70.36313946832345,56.56793166021522,0.7169069659766464,76.05687386358288
52.818753710037974,-1.4479744925219569,81.68992693061391,60.31522923657963,2.8828797619712594,70.35460042951408,56.567941102801726,0.7168862593922054,76.05083093520494
52.8189130705964,-1.4480014232508303,81.68043792310606,60.31462744840514,2.883149324773943,70.34546652529869,56.567952195805226,0.7168618444273986,76.04429167576875
