X,Y,Z
54.69289317204431,-2.5306072944350424,79.11065006723389
54.69289334384062,-2.530607485843688,79.1106443633399
54.69289398222911,-2.530608279563741,79.11061199403744
54.69289530693898,-2.53060972051049,79.11051391591505
54.69289742517204,-2.530611412435531,79.11029487583227
54.692900357228815,-2.530612888573296,79.10988490151773
54.69290419479137,-2.530613597907452,79.10920052763268
54.69290925662517,-2.530612923896134,79.1081460344997
54.69291609762257,-2.530610253011511,79.1066146721908
54.692925442650605,-2.5306049649220697,79.10448964456604
54.692938380297434,-2.5305965330001707,79.10164486477443
54.69295674631601,-2.530584772403588,79.09794561544913
54.69298343750809,-2.5305699715991894,79.09324916259214
54.693022672235436,-2.530552929052109,79.08740530833796
54.69308037003334,-2.530535121431723,79.0802568813192
54.69316466858905,-2.530519020780751,79.07164020455853
54.69328644663137,-2.5305084819478503,79.06138568562542
54.693459636677964,-2.530509183260853,79.04931877784509
54.6937010254756,-2.530529038276852,79.03526156129188
54.694029198027486,-2.5305784452508,79.01903510050906
54.69446231788658,-2.530670285190358,79.00046256999035
54.69501464179073,-2.5308194982604832,78.9793728011058
54.695692227746704,-2.531041879738206,78.9556033969439
54.69648907217353,-2.5313516811555825,78.9290022194917
54.697385204535856,-2.5317577586549844,78.89942640404388
54.69834747628698,-2.5322584071986234,78.86673926402757
54.69933243551064,-2.532835759618407,78.83080676517669
54.700290234142514,-2.5334516211270355,78.79149528841657
54.70116938197372,-2.534047346865159,78.74867058072748
54.70192283794345,-2.5345500239786034,78.70219554797919
54.70251523961059,-2.5348852367547945,78.65192438916189
54.70292986163641,-2.5349937163666882,78.59769329356824
54.70317340116213,-2.534846902141657,78.53931121276058
54.703276957242764,-2.534456133682875,78.47655507460787
54.70329220926946,-2.5338718564161407,78.40917186497678
54.70328284607283,-2.5331722160478822,78.33688735686755
54.70331283347873,-2.5324439815291404,78.25941950010446
54.703434617366774,-2.531761716916422,78.1764934121784
54.70368083434388,-2.531172026721751,78.08785415066706
54.70406192074449,-2.5306877505270826,77.9932736724525
54.70456968578966,-2.5302930287581806,77.8925503198846
54.705184762936774,-2.5299561626484444,77.7855021262772
54.70588491334284,-2.529644801707168,77.67195742440009
54.706651511002356,-2.5293377611671857,77.55174651306159
54.707472577726655,-2.5290294235259565,77.42469685702217
54.70834189927036,-2.528725610267476,77.29063255961829
54.70925493395868,-2.5284331615891347,77.1493772747595
54.71020341063701,-2.528148060609441,77.00075839317635
54.71117127997416,-2.527847648430791,76.84460956286422
