X,Y,Z
56.56789239762783,-1.4480730736325222,76.27654788289138
56.56789238667835,-1.4480730665147754,76.27654456842585
56.56789234734651,-1.4480730290794894,76.276524568382
56.567892267440314,-1.4480729323034116,76.27646183117068
56.56789212069954,-1.4480727306370758,76.2763192342045
56.56789186797006,-1.4480723761106689,76.27604985025442
56.567891494139076,-1.4480718636237224,76.27559773733054
56.567891019853775,-1.4480712198810486,76.27489876533502
56.56789047567178,-1.4480704830654556,76.27388148759135
56.56788989304306,-1.4480697242689642,76.27246774407078
56.567889323466275,-1.4480690849460907,76.2705731546366
56.56788885904682,-1.448068812118804,76.26810758175323
56.567888662361895,-1.448069315094372,76.2649752918898
56.56788900999894,-1.4480712484406566,76.26107462785401
56.56789033464847,-1.4480756115521267,76.25629705499266
56.56789326963281,-1.448083861329581,76.25052517680285
56.56789870458992,-1.4480980236589063,76.24362916508912
56.56790782689494,-1.4481207687625446,76.23546111279768
56.567922111882304,-1.4481553976922568,76.22584702565196
56.56794322843837,-1.448205657742793,76.21457690749929
56.56797280204276,-1.4482752759936044,76.2013950450849
56.56801195350405,-1.4483671151239497,76.18599494849772
56.568060555403,-1.4484819623057272,76.16802531565044
56.56811624347341,-1.448617196934284,76.14711241478015
56.56817342705179,-1.4487658862274917,76.12289782680848
56.56822284428762,-1.44891699345508,76.09507974756721
56.56825239470467,-1.4490570799286369,76.06343865828846
56.56824971738983,-1.449173173140346,76.02783293010746
56.568206145692315,-1.4492558272330396,75.98816605126811
56.56812066468806,-1.449301298818412,75.94434251005588
56.56800205531447,-1.4493121824306483,75.89623282277316
56.567867939314446,-1.4492964105898123,75.84366027855191
56.567740700174916,-1.4492649833836309,75.78641082810151
56.567641613550165,-1.4492291401290858,75.72425920131559
56.567585332129305,-1.449197868400621,75.65699992439032
56.56757672549138,-1.4491765246533541,75.58447106765183
56.56761101196214,-1.4491668879971038,75.50656163787012
56.56767668028726,-1.449168372484214,75.42320012411578
56.567759643612156,-1.4491796809615058,75.33432909458355
56.56784688283648,-1.4492001007489492,75.23987530635648
56.56792845359403,-1.449229915920914,75.13972487465054
56.56799767986339,-1.4492698745620878,75.03370981184528
56.568050145588344,-1.449320083231215,74.9216079461118
56.5680824634113,-1.4493789327773285,74.80315437261173
56.56809171678854,-1.4494426217778846,74.67805977033866
56.568076033394405,-1.449505578325568,74.54602963661137
56.568036110127565,-1.4495617011050483,74.40677932411734
56.56797688802216,-1.449605991852247,74.26004252207136
56.56790824910773,-1.449635973342244,74.10557401892223
56.56784384072169,-1.4496523565211237,73.94314934605325
56.567797957256154,-1.4496587059109263,73.77256353196134
56.56778145108699,-1.4496602335373026,73.5936296192205
56.56779828097009,-1.449662176134554,73.4061762941928
56.56784412392143,-1.4496683457999433,73.21004375565613
56.56790760003117,-1.4496803295890213,73.00507766968711
56.567973616454665,-1.4496975056099615,72.79112212315522
56.56802763493441,-1.449717701668154,72.56801325672485
56.56805951025557,-1.4497381159383234,72.33557525230594
56.56806585080599,-1.4497561239518102,72.09361945575762
56.56805040267434,-1.4497697673329928,71.84194605774533
56.56802253821043,-1.4497779363430991,71.58034675377688
56.56799438596373,-1.4497803970980512,71.30860684451886
56.56797740916533,-1.4497778105188825,71.0265063134456
56.567979326688146,-1.4497717671756216,70.73382074865407
56.56800217833401,-1.4497647193801346,70.4303235448742
56.56804204715668,-1.4497596457444963,70.11579014195057
56.56809048278389,-1.4497593875997539,69.79000352285973
56.56813714985538,-1.4497657941450677,69.45275880757771
56.56817286581635,-1.4497789706508344,69.10386450201207
56.56819214285352,-1.4497969334337886,68.74313914311733
56.568194585459004,-1.4498158357166289,68.37040421720211
56.56818486104501,-1.4498307327110438,67.98547617374693
56.5681713118479,-1.449836701632882,67.5881609583196
56.568163567621426,-1.4498300583459673,67.17825330936171
56.568169762120384,-1.4498093932883154,66.75554071388703
56.568194121709666,-1.4497761582108037,66.31980971143496
56.56823567851076,-1.449734583892181,65.87085138947525
56.568288571449365,-1.4496908354501215,65.40846379252409
56.56834387992507,-1.4496515252807998,64.93245088647707
56.56839239488387,-1.4496219432326627,64.442619437204
56.5684274208363,-1.4496045202575902,63.93877572862692
56.568446739489495,-1.4495980274079698,63.42072340132059
56.56845318203069,-1.4495978136157526,62.888262595126
56.56845368789454,-1.4495970666264246,62.341189930281544
56.568457140075466,-1.4495887484296153,61.77929897773879
56.568471598000926,-1.4495676219638551,61.20238130371446
56.56850175335448,-1.44953173487026,60.61022824246515
56.56855111325359,-1.4494845286416873,60.00323416267972
56.56861664749998,-1.4494269460582851,59.3826219866077
56.56868503440573,-1.4493548350228431,58.749824268017
56.568741028556715,-1.44927507302941,58.10627821907963
56.5687747269491,-1.4491974506359186,57.4532065022698
56.56878648151891,-1.449132962318564,56.791522042916604
56.56878662100516,-1.4490902991303996,56.12190163356536
56.56878931079447,-1.449066046106541,55.44498810658337
56.56880228729937,-1.4490418414310005,54.7615008309753
56.56882518376987,-1.4489969999434484,54.0721708024783
56.56885530031258,-1.4489213194257133,53.377629794162814
56.5688927672393,-1.4488193596800045,52.678369308656116
56.56894044682867,-1.4487074521739016,51.974776925462564
56.56899958790972,-1.448604990439371,51.26721322894133
56.569064532418494,-1.4485249082718936,50.556066877998454
56.569122979931606,-1.4484701488449387,49.84173927460361
56.56916344231742,-1.448435799312099,49.12458427758637
56.56918291227255,-1.44841263708712,48.40486838501265
56.56918823084997,-1.4483903302336614,47.682782216802565
56.56919156099861,-1.4483599262273004,46.95848804342784
56.56920388577007,-1.4483154155588687,46.232167234669504
56.56923058508378,-1.4482548109829958,45.504033760096355
