X,Y,Z
60.317895075251165,2.882052385445075,73.44244163164407
60.31789510566783,2.882052348811457,73.44244090443662
60.31789524472047,2.8820521820242777,73.44243680420837
60.31789558393464,2.8820518037338374,73.4424244301682
60.317896201795016,2.8820511487577596,73.44239684678091
60.317897148581295,2.882050127543324,73.44234527051127
60.31789843183484,2.882048652547337,73.44225925574732
60.317900027182404,2.8820466455069456,73.44212686498125
60.317901890631084,2.8820440262082716,73.4419348114175
60.3179039468284,2.882040729129777,73.44166858386204
60.31790608817567,2.882036712403555,73.44131256378742
60.31790819223259,2.882031935847555,73.44085013257342
60.31791012088573,2.882026355709522,73.44026377063473
60.31791169197272,2.882019947809843,73.43953515304547
60.317912647543196,2.882012725357959,73.43864524142633
60.317912630534764,2.882004744966576,73.437574368303
60.31791116521479,2.8819961163462837,73.43630231441374
60.317907634069314,2.881987018220121,73.43480838243708
60.31790124414697,2.881977719895988,73.43307147024797
60.31789098111983,2.88196861074965,73.43107014547756
60.31787555582738,2.881960232690972,73.42878272102918
60.317853346051876,2.8819533115073828,73.42618733019931
60.31782233218797,2.8819487917063484,73.42326200171624
60.31778002769127,2.8819478772550307,73.41998473588231
60.31772340902002,2.8819520731797588,73.41633358104886
60.31764885031376,2.881963223638067,73.41228670791709
60.31755206695654,2.881983545733344,73.40782248034431
60.31742807073573,2.8820156586959595,73.40291952347154
60.31727113853951,2.8820626073610174,73.39755678968348
60.317074799084445,2.882127877244573,73.39171362020599
60.31683184772105,2.8822153951654914,73.38536979762
60.316534404178206,2.882329507329127,73.37850558314945
60.316174030553206,2.8824749266669127,73.37110173088777
60.31574192852341,2.8826566398838414,73.36313946832345
60.31522923657963,2.8828797619712594,73.35460042951408
60.31462744840514,2.883149324773943,73.34546652529869
60.31392896945964,2.883469987900698,73.33571973473889
60.31312781822176,2.883845664906166,73.32534180424469
60.312220460659105,2.884279065884248,73.31431384674951
60.31120674122876,2.884771170157299,73.30261584426333
60.31009084117353,2.885320660118884,73.29022607425914
60.30888215715045,2.8859233692432364,73.27712050359904
60.30759595671351,2.886571821028012,73.26327222070793
60.3062536428709,2.8872549550986224,73.24865100194761
60.3048824611218,2.88795814399864,73.23322312334042
60.303514520689795,2.888663591687828,73.21695152459668
60.302185082225485,2.8893511671969385,73.19979640136853
60.30093018091243,2.889999664337957,73.18171624188868
60.29978378715242,2.8905883989643213,73.1626692425325
60.29877482661397,2.891098975242952,73.14261494974959
60.297924454339984,2.891516992555724,73.12151590590913
60.29724397865157,2.8918334440517746,73.09933904582451
60.296733751992015,2.892045586859237,73.07605661223947
60.29638320129168,2.8921571398022285,73.05164643138065
60.29617199138545,2.8921777717080506,73.0260914983606
60.29607214092566,2.892121958586683,72.99937894172405
60.296050776679046,2.8920073865673133,72.97149853989578
60.29607314159724,2.8918531402799283,72.94244102860083
60.29610547041457,2.8916779336325886,72.91219645693855
60.296117404807944,2.891498612310966,72.8807528216865
60.296083720176185,2.8913290940762244,72.84809514475849
60.29598525675938,2.891179828550208,72.81420507284453
60.29580906979288,2.891057768717183,72.77906098756026
60.29554792111991,2.890966766543664,72.74263853357755
60.295199316219644,2.890908246517515,72.70491141258901
60.294764336621334,2.890881981193459,72.66585226012971
60.29424652144455,2.8908867953968183,72.62543342386112
60.29365101072547,2.8909210594774617,72.58362749539168
60.29298408138772,2.8909828911436506,72.5404075080611
60.29225309717538,2.8910700596055285,72.49574679059285
60.29146677830382,2.891179660990262,72.44961854708575
60.290635601959494,2.891307694469134,72.40199530085151
60.28977209668806,2.891448699834827,72.35284837715169
60.288890808356626,2.891595610114345,72.3021475968729
60.288007792998705,2.8917399264725847,72.24986130746483
60.28713961453362,2.891872246558271,72.19595679797936
60.28630196087082,2.8919830896809153,72.14040105063758
60.28550810302863,2.8920638850968405,72.08316169609567
60.28476747798739,2.8921079433046044,72.024207985792
60.28408466269405,2.892111226415116,71.96351158617698
60.283458929811076,2.8920727724866673,71.90104703734048
60.28288445860193,2.8919946990761987,71.83679179115016
60.282351148798114,2.891881794667263,71.77072583170256
60.28184588198897,2.8917407829625175,71.70283096180245
60.28135401472248,2.8915793979438154,71.63308989553083
60.28086087682,2.8914054281737247,71.56148531908545
60.28035308097299,2.891225876578986,71.48799906959148
60.279819510455546,2.8910463436570226,71.41261154181912
60.27925192299897,2.89087068889329,71.33530137765084
60.2786451751414,2.890700969640515,71.25604543576057
60.27799712248937,2.890537609742386,71.17481899059503
60.2773082826727,2.890379719403316,71.09159607815891
60.27658135899195,2.8902254767382836,71.00634989491948
60.27582071612657,2.8900724896068897,70.91905316495773
60.2750318786005,2.889918079875965,70.82967841549055
60.27422109307419,2.8897594647721223,70.73819813561417
60.27339496336976,2.8895938436471456,70.64458482945729
60.27256013984377,2.8894184253649855,70.54881100440866
60.27172302929416,2.8892304452469837,70.45084915058605
60.27088949249315,2.889027217878163,70.35067176534781
60.270064513567235,2.888806254186315,70.24825145719521
60.26925185335729,2.888565443520269,70.14356113255016
60.26845372802229,2.8883032724442037,70.03657423587568
60.26767057382531,2.8880190306463738,69.92726498854402
