X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
54.69289317204431,-2.5306072944350424,76.11065006723389,58.44289219564567,-0.3655412162038596,70.44244163164407,56.56789212785627,-1.448073031605429,73.27654782591947
54.69289317204431,-2.5306072944350424,76.11065006723389,58.44289219564567,-0.3655412162038596,70.44244163164407,56.56789212785627,-1.448073031605429,73.27654782591947
54.69289317204431,-2.5306072944350424,76.11065006723389,58.44289219564567,-0.3655412162038596,70.44244163164407,56.56789212785627,-1.448073031605429,73.27654782591947
54.692893191024474,-2.5306072911572928,76.11064851024955,58.44289221675665,-0.3655412420684308,70.44244001510718,56.56789199728809,-1.4480732012465778,73.27654672789771
54.69289323870759,-2.530607220259602,76.11063988373131,58.44289237777701,-0.36554134928192467,70.44243114645215,56.567891620731125,-1.4480736205851508,73.27653946259981
54.69289325665547,-2.5306069661777646,76.11061413769252,58.44289284962975,-0.3655416582049733,70.44240474730427,56.567891056661864,-1.4480742211723219,73.27651581224846
54.69289327839234,-2.530606484795675,76.11055694122666,58.44289379356955,-0.3655424076933092,70.44234616149166,56.56789036167197,-1.4480750150308754,73.27646122742904
54.69289345288873,-2.5306057453395927,76.11044994951718,58.44289541008162,-0.36554388467081694,70.44223678430764,56.56788951629733,-1.448076030989928,73.27635731586268
54.692893869182356,-2.53060459821531,76.11027139634821,58.44289788679753,-0.3655463282932706,70.44205456928027,56.567888488474644,-1.448077315178311,73.27618221489037
54.692894558334785,-2.5306028428729634,76.10999644877315,58.442901301523854,-0.365549931445487,70.44177429373968,56.56788729185205,-1.4480788649593852,73.27591088929582
54.69289557128784,-2.5306003170820524,76.10959733145872,58.442905604131646,-0.3655548946216238,70.44136783014555,56.56788594301373,-1.4480806681364413,73.27551545587416
54.69289703310611,-2.530596858594138,76.10904362645061,58.442910662358194,-0.36556143098632704,70.44080451144733,56.567884451240495,-1.4480827177254547,73.27496540473584
54.692899105872335,-2.530592263346278,76.10830261384886,58.44291629626167,-0.3655697287188121,70.44005139023436,56.56788281445521,-1.4480850108863306,73.27422784488223
54.69290192721245,-2.5305863006210356,76.10733948626888,58.44292227431943,-0.3655799338158246,70.439073386573,56.56788101297327,-1.4480875534470645,73.27326778203303
54.692905610143306,-2.530578724433436,76.10611752090367,58.442928309533336,-0.3655921783317713,70.43783347855583,56.567879035361194,-1.4480903460693015,73.27204832561779
54.69291028498809,-2.5305692812175407,76.10459824549505,58.44293408673846,-0.36560662208414824,70.43629291749126,56.5678768908708,-1.4480933723801883,73.2705308449665
54.69291611338011,-2.530557722963717,76.10274160098878,58.44293930745698,-0.36562346219699837,70.43441137408006,56.567874588628854,-1.4480966105285609,73.26867512899271
54.692923260096165,-2.530543796813073,76.10050612773614,58.442943724875015,-0.3656429176480042,70.43214706047117,56.56787212347773,-1.4481000540312692,73.26643953942909
54.69293187724835,-2.5305272290669554,76.09784912227559,58.442947149965825,-0.36566522420649955,70.4294568727678,56.56786948553386,-1.4481037086982043,73.2637811460956
